ShareCode,MA_std,RSI,Price/BB_up,Price/BB_down,Price/KijunSen,Price/TenkanSen,Price/MA_20,Price/MA_50,Price/MA_100,San,Nganh,So_huu_nha_nuoc,So_huu_nuoc_ngoai,DTT_2018,TT_DTT,EPS_2018,LNST_2018,TT_LNST,TTS_2018,TT_TTS,VCSH_2018,EBITDA,EBITDA_per,ROE,ROA,EV,EV/EBITDA,P/E,P/B,Book_value,Market_size,TTS/VCSH
HII,<= 0.3,> 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,<= 1,HOSE,Hóa chất L3,0.0,0.0041,> 1150 ty,0 => 0.1,1000 => 2500,13 ty => 65 ty,0 => 0.2,> 1450 ty,<= 0,> 600 ty,36 ty => 140 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,5 => 8,0.5 => 0.8,> 550 ty,150 ty => 600 ty,> 3
HLG,<= 0.3,No info,0.9 => 1,1 => 1.1,> 1,<= 1,>= 1,>= 1,<= 1,UPCOM,Thuốc lá L3,0.0120052367,0.0129792451,> 1150 ty,<= 0,1000 => 2500,> 65 ty,0 => 0.2,> 1450 ty,0 => 0.1,> 600 ty,36 ty => 140 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,> 750 ty,> 9,<= 5,<= 0.5,> 550 ty,150 ty => 600 ty,2 => 3
HMC,<= 0.3,30 => 70,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Kim loại L3,0.5566938095,0.0214,> 1150 ty,> 0.1,> 2500,> 65 ty,<= 0,450 ty => 1450 ty,<= 0,200 ty => 600 ty,> 140 ty,<= 0.05,> 0.2,> 0.1,180 ty => 750 ty,4 => 9,<= 5,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,2 => 3
HNG,0.3 => 0.7,<= 30,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Sản xuất thực phẩm L3,0.0,0.0042,> 1150 ty,<= 0,<= 250,<= 2 ty,> 0.2,> 1450 ty,<= 0,> 600 ty,8 ty => 36 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,> 9,<= 5,> 1.5,> 550 ty,> 600 ty,2 => 3
HOT,> 0.7,<= 30,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Du lịch & Giải trí L3,0.56502975,0.0002,115 ty => 350 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,<= 170 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,> 0.1,180 ty => 750 ty,4 => 9,8 => 18,> 1.5,70 ty => 190 ty,150 ty => 600 ty,<= 1.5
HPG,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Kim loại L3,0.0,0.3796,> 1150 ty,0 => 0.1,> 2500,> 65 ty,<= 0,> 1450 ty,> 0.1,> 600 ty,> 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,4 => 9,5 => 8,0.8 => 1.5,> 550 ty,> 600 ty,1.5 => 2
HPX,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,<= 1,<= 1,<= 1,HOSE,Bất động sản L3,0.0,0.1376,> 1150 ty,> 0.1,1000 => 2500,> 65 ty,<= 0,> 1450 ty,> 0.1,> 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,> 750 ty,> 9,8 => 18,> 1.5,> 550 ty,> 600 ty,2 => 3
HPD,0.3 => 0.7,No info,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.6509999892,1.20386e-05,<= 115 ty,0 => 0.1,> 2500,13 ty => 65 ty,> 0.2,170 ty => 450 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,> 0.2,> 0.2,> 0.1,180 ty => 750 ty,4 => 9,5 => 8,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,1.5 => 2
VHH,<= 0.3,No info,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.3598350667,0.0,<= 115 ty,<= 0,250 => 1000,<= 2 ty,<= 0,<= 170 ty,> 0.1,<= 70 ty,<= 8 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,40 ty => 180 ty,> 9,> 18,> 1.5,<= 70 ty,50 ty => 150 ty,1.5 => 2
PRT,> 0.7,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Sản xuất thực phẩm L3,0.5,0.0,> 1150 ty,> 0.1,No info,> 65 ty,> 0.2,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,4 => 9,No info,> 1.5,> 550 ty,> 600 ty,1.5 => 2
HPH,0.3 => 0.7,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hóa chất L3,0.6455952381,0.0001071429,<= 115 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,0 => 0.1,70 ty => 200 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,> 0.1,40 ty => 180 ty,1 => 4,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,1.5 => 2
HPI,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Bất động sản L3,0.0,3.33333e-05,350 ty => 1150 ty,<= 0,<= 250,<= 2 ty,> 0.2,> 1450 ty,0 => 0.1,> 600 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,<= 1,<= 5,> 1.5,> 550 ty,> 600 ty,> 3
VBG,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Khai khoáng L3,0.92,0.0,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,1.5 => 2
PTS,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Vận tải L3,0.51,0.0226,115 ty => 350 ty,> 0.1,250 => 1000,2 ty => 13 ty,<= 0,170 ty => 450 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,0.1 => 0.2,0.05 => 0.1,0.01 => 0.05,180 ty => 750 ty,4 => 9,5 => 8,<= 0.5,70 ty => 190 ty,<= 50 ty,> 3
PTP,0.3 => 0.7,30 => 70,0.9 => 1,> 1.1,> 1,<= 1,>= 1,<= 1,<= 1,UPCOM,Viễn thông cố định L3,0.51,0.0001029412,115 ty => 350 ty,<= 0,1000 => 2500,2 ty => 13 ty,0 => 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,180 ty => 750 ty,> 9,8 => 18,<= 0.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
HPM,> 0.7,> 70,<= 0.9,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HNX,Khai khoáng L3,0.0,0.0176,<= 115 ty,<= 0,250 => 1000,2 ty => 13 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,> 0.2,0.05 => 0.1,0.05 => 0.1,40 ty => 180 ty,> 9,> 18,> 1.5,<= 70 ty,<= 50 ty,<= 1.5
VBC,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,>= 1,HNX,Hàng công nghiệp L3,0.5095928358,0.0287,350 ty => 1150 ty,0 => 0.1,> 2500,13 ty => 65 ty,0 => 0.2,450 ty => 1450 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,0.05 => 0.1,> 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,5 => 8,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,> 3
DFC,> 0.7,No info,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,<= 1,UPCOM,Kim loại L3,0.0,1.66667e-05,> 1150 ty,0 => 0.1,> 2500,13 ty => 65 ty,0 => 0.2,450 ty => 1450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,> 9,8 => 18,> 1.5,70 ty => 190 ty,150 ty => 600 ty,> 3
PTT,0.3 => 0.7,<= 30,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Vận tải L3,0.6867,0.00065,350 ty => 1150 ty,<= 0,250 => 1000,2 ty => 13 ty,<= 0,170 ty => 450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,0.01 => 0.05,40 ty => 180 ty,1 => 4,8 => 18,<= 0.5,70 ty => 190 ty,<= 50 ty,1.5 => 2
SCJ,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0031279896,350 ty => 1150 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,<= 0,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,<= 0.05,<= 0.01,> 750 ty,> 9,8 => 18,<= 0.5,190 ty => 550 ty,50 ty => 150 ty,2 => 3
VMS,<= 0.3,<= 30,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Vận tải L3,0.51,0.0086,115 ty => 350 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,0 => 0.2,170 ty => 450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,<= 0.05,<= 0.05,0.01 => 0.05,40 ty => 180 ty,> 9,8 => 18,<= 0.5,70 ty => 190 ty,50 ty => 150 ty,1.5 => 2
AFX,<= 0.3,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.51,0.0,350 ty => 1150 ty,<= 0,<= 250,2 ty => 13 ty,<= 0,450 ty => 1450 ty,<= 0,200 ty => 600 ty,8 ty => 36 ty,<= 0.05,<= 0.05,0.01 => 0.05,180 ty => 750 ty,> 9,> 18,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
VGV,0.3 => 0.7,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.8731860237,0.0,350 ty => 1150 ty,<= 0,250 => 1000,13 ty => 65 ty,0 => 0.2,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,2 => 3
CIP,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.5214726073,0.0,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,0 => 0.1,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,<= 1,<= 5,> 1.5,<= 70 ty,50 ty => 150 ty,> 3
UPC,0.3 => 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,>= 1,>= 1,UPCOM,Nước & Khí đốt L3,0.36,0.0052647059,115 ty => 350 ty,<= 0,> 2500,2 ty => 13 ty,0 => 0.2,<= 170 ty,> 0.1,<= 70 ty,8 ty => 36 ty,0.05 => 0.1,0.1 => 0.2,0.05 => 0.1,40 ty => 180 ty,4 => 9,<= 5,0.8 => 1.5,<= 70 ty,<= 50 ty,2 => 3
PX1,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.962675,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
VGS,<= 0.3,<= 30,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Kim loại L3,0.0,0.0159,> 1150 ty,<= 0,250 => 1000,13 ty => 65 ty,<= 0,450 ty => 1450 ty,<= 0,> 600 ty,36 ty => 140 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,5 => 8,0.5 => 0.8,> 550 ty,150 ty => 600 ty,2 => 3
KKC,0.3 => 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Kim loại L3,0.0,0.0935,115 ty => 350 ty,> 0.1,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,> 0.1,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,<= 5,0.5 => 0.8,<= 70 ty,<= 50 ty,2 => 3
SCY,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Công nghiệp nặng L3,0.9762332818,0.0,350 ty => 1150 ty,> 0.1,<= 250,2 ty => 13 ty,<= 0,450 ty => 1450 ty,<= 0,> 600 ty,36 ty => 140 ty,0.1 => 0.2,<= 0.05,<= 0.01,> 750 ty,> 9,> 18,0.8 => 1.5,> 550 ty,> 600 ty,<= 1.5
S33,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,No info,No info,UPCOM,Sản xuất thực phẩm L3,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
KGU,<= 0.3,No info,0.9 => 1,<= 1,> 1,<= 1,<= 1,>= 1,>= 1,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CCP,> 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Vận tải L3,0.6391666667,0.0,<= 115 ty,> 0.1,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,<= 40 ty,> 9,> 18,0.8 => 1.5,<= 70 ty,<= 50 ty,<= 1.5
BKC,<= 0.3,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,<= 1,HNX,Khai khoáng L3,0.0,0.0013,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,> 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,<= 5,<= 0.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
CCR,> 0.7,> 70,<= 0.9,> 1.1,> 1,<= 1,>= 1,>= 1,>= 1,UPCOM,Vận tải L3,0.8090426518,0.0,115 ty => 350 ty,<= 0,250 => 1000,13 ty => 65 ty,> 0.2,170 ty => 450 ty,<= 0,200 ty => 600 ty,8 ty => 36 ty,0.1 => 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,> 18,> 1.5,190 ty => 550 ty,> 600 ty,<= 1.5
CCT,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Vận tải L3,0.9904669944,0.0004564607,<= 115 ty,> 0.1,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,<= 0,200 ty => 600 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
SAF,> 0.7,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Sản xuất thực phẩm L3,0.5129796667,0.0364,350 ty => 1150 ty,0 => 0.1,> 2500,13 ty => 65 ty,0 => 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,36 ty => 140 ty,0.05 => 0.1,> 0.2,> 0.1,180 ty => 750 ty,4 => 9,8 => 18,> 1.5,70 ty => 190 ty,150 ty => 600 ty,1.5 => 2
CIA,> 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Vận tải L3,0.186205347,0.0230721996,115 ty => 350 ty,<= 0,> 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,<= 0,200 ty => 600 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
KHW,> 0.7,No info,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Nước & Khí đốt L3,0.51,0.0,350 ty => 1150 ty,0 => 0.1,1000 => 2500,13 ty => 65 ty,0 => 0.2,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,8 => 18,> 1.5,190 ty => 550 ty,150 ty => 600 ty,1.5 => 2
AFC,<= 0.3,No info,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Lâm nghiệp và Giấy L3,0.0,0.0,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,> 0.1,70 ty => 200 ty,8 ty => 36 ty,> 0.2,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
CID,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.090232902,0.0072088725,<= 115 ty,> 0.1,250 => 1000,<= 2 ty,> 0.2,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,> 0.2,0.1 => 0.2,> 0.1,<= 40 ty,> 9,8 => 18,> 1.5,<= 70 ty,<= 50 ty,<= 1.5
HKT,<= 0.3,30 => 70,0.9 => 1,> 1.1,<= 1,> 1,>= 1,<= 1,<= 1,HNX,Bia và đồ uống L3,0.0,0.0039,<= 115 ty,> 0.1,<= 250,<= 2 ty,<= 0,<= 170 ty,> 0.1,<= 70 ty,<= 8 ty,0.05 => 0.1,<= 0.05,<= 0.01,<= 40 ty,> 9,> 18,<= 0.5,<= 70 ty,<= 50 ty,<= 1.5
RTH,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Vận tải L3,0.51,0.0,115 ty => 350 ty,<= 0,250 => 1000,2 ty => 13 ty,0 => 0.2,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,40 ty => 180 ty,> 9,<= 5,<= 0.5,<= 70 ty,<= 50 ty,> 3
HMS,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.3932875,0.0011525,350 ty => 1150 ty,0 => 0.1,> 2500,13 ty => 65 ty,> 0.2,> 1450 ty,0 => 0.1,200 ty => 600 ty,36 ty => 140 ty,0.05 => 0.1,0.1 => 0.2,0.01 => 0.05,> 750 ty,> 9,<= 5,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,> 3
TDT,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,>= 1,HNX,Hàng cá nhân L3,0.0,0.0006,115 ty => 350 ty,> 0.1,> 2500,13 ty => 65 ty,> 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,> 1.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
KGM,> 0.7,No info,> 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Bán lẻ L3,0.8330633111,0.0,> 1150 ty,<= 0,250 => 1000,2 ty => 13 ty,<= 0,450 ty => 1450 ty,<= 0,200 ty => 600 ty,36 ty => 140 ty,<= 0.05,<= 0.05,0.01 => 0.05,> 750 ty,> 9,> 18,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,> 3
T12,<= 0.3,<= 30,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bán lẻ L3,0.5333481481,0.0,115 ty => 350 ty,<= 0,250 => 1000,2 ty => 13 ty,<= 0,170 ty => 450 ty,> 0.1,70 ty => 200 ty,8 ty => 36 ty,<= 0.05,<= 0.05,0.01 => 0.05,180 ty => 750 ty,> 9,> 18,> 1.5,70 ty => 190 ty,150 ty => 600 ty,1.5 => 2
HQC,<= 0.3,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Bất động sản L3,0.0,0.0383,350 ty => 1150 ty,> 0.1,<= 250,13 ty => 65 ty,0 => 0.2,> 1450 ty,0 => 0.1,> 600 ty,36 ty => 140 ty,> 0.2,<= 0.05,<= 0.01,> 750 ty,> 9,8 => 18,<= 0.5,> 550 ty,150 ty => 600 ty,1.5 => 2
HRC,> 0.7,30 => 70,<= 0.9,> 1.1,> 1,<= 1,>= 1,>= 1,>= 1,HOSE,Hóa chất L3,0.5506077442,0.0383,115 ty => 350 ty,> 0.1,250 => 1000,2 ty => 13 ty,<= 0,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,8 ty => 36 ty,0.1 => 0.2,<= 0.05,<= 0.01,> 750 ty,> 9,> 18,> 1.5,190 ty => 550 ty,> 600 ty,1.5 => 2
HSG,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,>= 1,<= 1,<= 1,HOSE,Kim loại L3,0.0,0.1762,> 1150 ty,> 0.1,No info,> 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,> 140 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,> 9,No info,0.5 => 0.8,> 550 ty,> 600 ty,> 3
HSL,0.3 => 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Sản xuất thực phẩm L3,0.0,0.1599,115 ty => 350 ty,> 0.1,1000 => 2500,13 ty => 65 ty,> 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,> 0.1,40 ty => 180 ty,1 => 4,<= 5,0.5 => 0.8,190 ty => 550 ty,50 ty => 150 ty,<= 1.5
HT1,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Xây dựng và Vật liệu L3,0.7969356087,0.0651,> 1150 ty,0 => 0.1,1000 => 2500,> 65 ty,0 => 0.2,> 1450 ty,<= 0,> 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,> 750 ty,4 => 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
HTI,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,>= 1,>= 1,HOSE,Xây dựng và Vật liệu L3,0.0,0.1682,350 ty => 1150 ty,<= 0,> 2500,> 65 ty,0 => 0.2,> 1450 ty,0 => 0.1,200 ty => 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.01 => 0.05,> 750 ty,4 => 9,<= 5,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,> 3
HTL,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Ô tô và phụ tùng L3,0.0,0.4679,350 ty => 1150 ty,> 0.1,250 => 1000,2 ty => 13 ty,> 0.2,170 ty => 450 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,<= 0.05,<= 0.05,0.01 => 0.05,180 ty => 750 ty,> 9,> 18,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,2 => 3
HTT,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Bán lẻ L3,0.0,0.0118,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,<= 1,<= 5,<= 0.5,190 ty => 550 ty,<= 50 ty,<= 1.5
HTV,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Vận tải L3,0.5007906746,0.1426,115 ty => 350 ty,> 0.1,1000 => 2500,13 ty => 65 ty,0 => 0.2,170 ty => 450 ty,0 => 0.1,200 ty => 600 ty,36 ty => 140 ty,> 0.2,0.05 => 0.1,0.05 => 0.1,180 ty => 750 ty,1 => 4,5 => 8,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
HU1,0.3 => 0.7,30 => 70,0.9 => 1,> 1.1,> 1,<= 1,>= 1,>= 1,>= 1,HOSE,Xây dựng và Vật liệu L3,0.51,0.0368,350 ty => 1150 ty,> 0.1,250 => 1000,2 ty => 13 ty,> 0.2,450 ty => 1450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,0.05 => 0.1,<= 0.01,> 750 ty,> 9,8 => 18,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,> 3
HU3,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Xây dựng và Vật liệu L3,0.510002856,0.053,350 ty => 1150 ty,> 0.1,1000 => 2500,13 ty => 65 ty,> 0.2,450 ty => 1450 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,0.05 => 0.1,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,> 9,5 => 8,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,> 3
HVG,<= 0.3,<= 30,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Sản xuất thực phẩm L3,0.0,0.0085,> 1150 ty,<= 0,<= 250,13 ty => 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,> 140 ty,0.05 => 0.1,<= 0.05,<= 0.01,> 750 ty,> 9,<= 5,<= 0.5,> 550 ty,> 600 ty,> 3
HVX,<= 0.3,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Xây dựng và Vật liệu L3,0.7575092263,0.0082,350 ty => 1150 ty,<= 0,<= 250,2 ty => 13 ty,> 0.2,450 ty => 1450 ty,<= 0,200 ty => 600 ty,36 ty => 140 ty,0.05 => 0.1,<= 0.05,<= 0.01,180 ty => 750 ty,4 => 9,8 => 18,<= 0.5,190 ty => 550 ty,50 ty => 150 ty,2 => 3
IBC,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,<= 1,<= 1,<= 1,HOSE,Dịch vụ tài chính L3,0.0,0.0679,350 ty => 1150 ty,> 0.1,250 => 1000,> 65 ty,<= 0,> 1450 ty,> 0.1,> 600 ty,> 140 ty,> 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,4 => 9,> 18,> 1.5,> 550 ty,> 600 ty,1.5 => 2
